-732	493
87	286
197	241
309	500
-758	546
147	236
-526	318
-24	-30
-56	-108
-114	-121
-73	-82
-360	528
-3	265
-265	-999
323	406
-402	315
319	520
-557	438
96	281
128	515
-262	420
190	454
-929	-964
-985	378
-256	-450
-727	246
302	519
-11	541
-113	259
-519	-551
-922	373
-174	476
-930	397
366	433
-1024	291
294	393
154	494
428	431
274	482
111	414
314	587
329	548
-107	615
-991	399
-361	328
-1048	380
211	244
-546	573
-141	-144
270	348
-350	-487
-951	446
17	535
-33	-34
-909	458
-769	-785
228	271
336	410
-798	552
-215	449
303	474
560	644
425	589
-95	-96
170	182
13	124
266	389
-145	432
180	324
460	650
-37	542
-875	316
-961	178
359	590
247	440
-630	530
-272	-273
113	407
-279	426
-285	-989
129	453
287	367
540	605
-88	278
204	566
61	448
347	384
-871	383
239	575
-710	-894
-185	317
-762	418
415	565
75	585
-807	646
475	539
243	320
308	526
-898	586
-572	-679
327	441
58	624
-522	296
-925	288
398	456
-821	168
130	578
222	642
-195	-197
-508	330
284	285
369	597
-731	700
490	568
123	611
350	412
-881	571
-904	195
-377	505
-736	509
300	522
-509	409
503	634
408	661
158	251
480	609
252	305
386	434
307	345
218	484
-396	374
457	507
172	473
261	640
256	467
-26	613
-342	264
-870	550
-22	-38
282	529
-612	436
-738	385
275	423
224	254
536	649
395	452
-115	100
481	516
-192	524
-283	684
148	631
660	662
405	705
459	514
381	654
175	492
216	598
338	495
-917	489
349	689
451	697
104	417
176	701
-400	621
47	554
465	600
356	731
-442	706
427	468
-264	551
-233	357
396	620
388	483
-891	202
487	504
227	372
-368	553
545	687
501	549
-18	471
340	485
623	635
533	658
255	671
-737	747
513	612
362	759
404	569
-270	387
564	579
-921	636
419	461
-165	-175
334	713
-372	724
322	435
360	570
-87	-94
694	710
510	543
497	678
297	656
479	764
455	761
439	734
413	645
430	766
238	601
470	555
-1040	498
-102	676
392	732
603	651
491	572
686	718
391	630
444	638
-110	648
531	696
506	681
-767	673
583	808
502	730
-257	769
263	727
607	740
-266	-267
596	625
559	765
486	563
584	714
702	712
537	599
629	703
478	691
544	801
657	716
462	595
511	610
310	619
351	363
674	680
450	633
512	699
344	849
594	618
33	738
532	622
606	711
708	715
574	744
469	728
424	824
677	723
720	733
616	748
534	753
523	685
567	848
518	557
588	778
581	838
416	592
652	726
313	614
688	725
547	773
627	758
741	865
743	835
704	779
488	667
639	775
641	655
721	767
562	807
647	692
525	844
719	836
591	803
690	804
643	752
751	814
558	561
402	839
577	783
695	756
593	604
664	780
617	707
508	755
693	709
496	777
628	768
722	859
749	852
774	786
472	827
736	862
602	846
576	851
670	754
632	843
666	864
665	668
653	789
802	889
527	799
750	806
788	796
477	819
746	818
815	868
582	757
672	833
795	840
863	890
763	797
742	878
739	882
784	867
556	809
659	669
793	904
729	892
466	900
683	770
737	760
907	916
834	885
679	820
826	933
663	785
745	881
637	698
776	910
791	821
608	903
812	920
787	841
790	883
626	811
823	870
872	893
880	894
772	853
781	913
794	830
825	908
762	945
735	874
805	858
855	869
580	875
891	902
782	800
-268	896
871	877
822	919
831	842
792	924
873	926
879	921
899	914
828	857
810	856
771	847
817	909
675	927
682	953
798	884
717	901
887	888
816	928
860	976
861	941
854	946
895	955
931	964
917	932
845	954
897	915
829	832
911	949
813	938
939	958
918	951
850	972
922	965
952	969
956	990
898	905
886	929
947	988
942	975
837	968
948	978
930	936
906	940
912	923
925	986
960	966
876	959
963	1005
866	985
962	997
980	981
944	982
970	1002
950	1009
943	984
967	1003
934	992
991	998
961	974
971	996
937	977
957	1012
983	989
993	1006
935	979
994	1007
987	1008
999	1019
1004	1018
1010	1025
1000	1029
1016	1017
1013	1015
1014	1023
1021	1026
995	1027
973	1022
1024	1032
1001	1030
1011	1037
1031	1041
1020	1028
1033	1034
1035	1036
1038	1040
1042	1044
1045	1046
1039	1043
1047	1049
1048	1050
